supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day.1,month,year,Category,Subcategory,Quantity,Unit Price,Discount,Order ID,Customer ID,Order Date,Sales,Profit,Country,Region,County,Branch
Naivas,1,1,20,20,0,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,14:25:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,beverage,Plant-based milk,8,20.69,0.03,ORD_4751,CUST_6534,2023-11-13 00:00:00,165.52,160.55,Kenya,Main Locations,Nairobi,Naivas Lifestyle Foodmarket
Naivas,2,2,115,200,85,cash,no,yes,yes,no,no,no,no,2017-06-02 00:00:00,no,12:37:00,afternoon,chain,cbd,mid,friday,weekday,no,2,6,2017,cleaning,Air freshener,7,20.61,0.15,ORD_7934,CUST_1169,2023-03-24 00:00:00,144.27,122.63,Kenya,Main Locations,Nakuru,Naivas Naivasha Ndogo
Naivas,1,1,47,100,53,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,14:05:00,afternoon,median,cbd,mid,friday,weekday,no,2,6,2017,snacks,Chips,6,93.29,0.06,ORD_9948,CUST_8109,2023-10-17 00:00:00,559.74,526.16,Kenya,Main Locations,Nakuru,Naivas Supercentre Nakuru
Naivas,6,2,323,350,27,cash,no,yes,yes,no,no,no,no,2017-04-16 00:00:00,no,15:17:00,afternoon,chain,cbd,mid,sunday,weekend,no,16,4,2017,snacks,Pretzels,2,32.32,0.08,ORD_6933,CUST_3869,2023-06-16 00:00:00,64.64,59.47,Kenya,Main Locations,Nakuru,Naivasha Kubwa
Naivas,2,2,78,100,22,cash,yes,no,no,no,no,no,no,2017-05-29 00:00:00,no,20:23:00,night,chain,cbd,mid,monday,weekday,no,29,5,2017,beauty & cosmetics,Perfume,3,57.08,0.24,ORD_8056,CUST_1111,2023-09-12 00:00:00,171.24,130.14,Kenya,Main Locations,Mombasa,Naivas Bombolulu
Naivas,5,2,161,1000,839,cash,no,yes,yes,no,no,no,no,2017-06-01 00:00:00,no,13:10:00,afternoon,small,mwiki,low,thursday,weekday,no,1,6,2017,stationery,Markers,6,57.28,0.14,ORD_3326,CUST_8510,2023-06-09 00:00:00,343.68,295.56,Kenya,Main Locations,Kiambu,Naivas Kiambu Town
Naivas,1,1,130,150,20,cash,yes,no,no,no,no,no,no,2017-06-02 00:00:00,no,13:26:00,afternoon,median,cbd,mid,friday,weekday,no,2,6,2017,stationery,Paper clips,9,30.34,0.16,ORD_5557,CUST_9619,2023-12-21 00:00:00,273.06,229.37,Kenya,Main Locations,Kiambu,Naivas Ananas
Naivas,1,1,875,100,125,cash,no,no,yes,no,yes,no,no,2107-06-01 00:00:00,yes,19:52:00,night,chain,cbd,mid,thursday,weekday,yes,1,6,2107,snacks,Chips,9,11.87,0.28,ORD_2466,CUST_9985,2023-11-21 00:00:00,106.83,76.92,Kenya,Main Locations,Kiambu,Naivas Thika Town
Naivas,2,1,84,1000,916,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,10:12:00,morning,median,cbd,mid,friday,weekday,no,2,6,2017,fats and oils,Corn oil,5,6.51,0.12,ORD_3349,CUST_6018,2023-01-03 00:00:00,32.55,28.64,Kenya,Main Locations,Kiambu,Naivas Juja City Foodmarket
Naivas,2,2,174,180,6,cash,no,yes,yes,no,no,no,no,2017-06-02 00:00:00,no,15:24:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,vegetables,Squashes,8,59.28,0.19,ORD_8065,CUST_4687,2023-06-04 00:00:00,474.24,384.13,Kenya,Main Locations,Kiambu,Naivas Limuru Express
Naivas,3,2,235,240,5,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,21:03:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,vegetables,Alliums,3,88.91,0.12,ORD_2159,CUST_8244,2023-02-27 00:00:00,266.73,234.72,Kenya,Main Locations,Kiambu,Naivas Kiambu Foodmarket
Naivas,4,2,435,500,65,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,20:26:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,food additives,Chili sauce,4,64.21,0.22,ORD_7605,CUST_9043,2023-05-05 00:00:00,256.84,200.34,Kenya,Main Locations,Machakos,Naivas Supercentre Machakos
Naivas,10,3,3440,3440,0,mpesa,yes,no,yes,no,no,yes,no,2017-06-05 00:00:00,no,21:22:00,night,chain,cbd,mid,monday,weekday,yes,5,6,2017,cleaning,Floor cleaner,7,9.13,0.23,ORD_2555,CUST_3617,2023-09-15 00:00:00,63.91,49.21,Kenya,Main Locations,Machakos,Naivas Machakos Old
Naivas,7,3,780,780,0,mpesa,yes,no,no,yes,no,yes,no,2017-06-05 00:00:00,no,21:32:00,night,chain,cbd,mid,monday,weekday,no,5,6,2017,snacks,Popcorn,4,17.99,0.11,ORD_7582,CUST_5460,2023-07-11 00:00:00,71.96,64.04,Kenya,Central & Eastern,Nyeri,Naivas Nyeri
Naivas,2,1,1141,1141,0,mpesa,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,21:41:00,night,chain,cbd,mid,monday,weekday,no,5,6,2017,beauty & cosmetics,Mascara,9,76.05,0.15,ORD_2026,CUST_9620,2023-12-09 00:00:00,684.45,581.78,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,55,60,5,cash,no,no,yes,no,no,no,no,2017-06-05 00:00:00,no,17:23:00,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017,stationery,Envelopes,7,69.23,0.18,ORD_2640,CUST_8102,2023-06-14 00:00:00,484.61,397.38,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,33,40,7,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,16:57:00,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017,snacks,Chips,4,54.75,0.02,ORD_1878,CUST_2463,2023-08-21 00:00:00,219,214.62,Kenya,Central & Eastern,Kitui,Naivas Kitui
Naivas,1,1,86,100,14,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,20:31:00,night,median,cbd,mid,monday,weekday,no,5,6,2017,stationery,Folders,3,36.35,0.18,ORD_2387,CUST_3535,2023-11-20 00:00:00,109.05,89.42,Kenya,Central & Eastern,Kajiado,Naivas Maiyan Mall
Naivas,2,1,199,199,0,card,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,17:14:00,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017,snacks,Candy,3,60.5,0.18,ORD_4905,CUST_4618,2023-01-05 00:00:00,181.5,148.83,Kenya,Central & Eastern,Kajiado,Naivas Kitengela
Naivas,1,1,55,100,45,cash,no,no,yes,no,no,no,no,2017-06-02 00:00:00,no,16:58:00,afternoon,chain,cbd,mid,friday,weekday,yes,2,6,2017,beverage,Spirits,2,53.16,0.07,ORD_6128,CUST_6744,2023-09-08 00:00:00,106.32,98.88,Kenya,Central & Eastern,Narok,Naivas Narok
Naivas,1,1,71,100,29,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,20:24:00,night,chain,cbd,mid,monday,weekday,yes,5,6,2017,food additives,Baking powder,9,94.28,0.27,ORD_5781,CUST_1331,2023-10-14 00:00:00,848.52,619.42,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,140,140,0,cash,no,no,yes,no,no,no,no,2017-06-05 00:00:00,no,16:27:00,afternoon,median,cbd,mid,monday,weekday,no,5,6,2017,fats and oils,Corn oil,7,29.92,0.04,ORD_2567,CUST_1035,2023-10-03 00:00:00,209.44,201.06,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,2,1,125,500,375,cash,no,yes,no,no,no,no,no,2017-06-05 00:00:00,no,16:50:00,afternoon,chain,cbd,mid,monday,weekday,yes,5,6,2017,fats and oils,Coconut oil,9,12.21,0.13,ORD_9428,CUST_5269,2023-03-23 00:00:00,109.89,95.6,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,220,300,80,cash,no,no,no,no,no,yes,no,2017-06-05 00:00:00,no,20:32:00,night,chain,cbd,mid,monday,weekday,yes,5,6,2017,stationery,Envelopes,5,94.49,0.11,ORD_2565,CUST_2946,2023-04-12 00:00:00,472.45,420.48,Kenya,Western Region,Bungoma,Naivas Bungoma
Naivas,1,1,109,100,891,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,20:16:00,night,chain,cbd,mid,monday,weekday,no,5,6,2017,beauty & cosmetics,Sunscreen,1,46.65,0.14,ORD_3560,CUST_4555,2023-07-26 00:00:00,46.65,40.12,Kenya,Western Region,Kisii,Naivas Kisii
Naivas,5,2,526,526,0,mpesa,no,yes,yes,no,no,no,no,2017-06-05 00:00:00,no,19:22:00,night,chain,cbd,mid,monday,weekday,no,5,6,2017,beverage,Beer,5,34.52,0.09,ORD_6255,CUST_5850,2023-06-12 00:00:00,172.6,157.07,Kenya,Northern Region,Eldoret,Naivas Eldoret Zion
Naivas,1,1,56,70,14,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,19:28:00,night,chain,cbd,mid,monday,weekday,yes,5,6,2017,fats and oils,Butter,1,11.46,0.17,ORD_4882,CUST_3828,2023-02-09 00:00:00,11.46,9.51,Kenya,Northern Region,Eldoret,Naivas Eldoret Referral
Naivas,1,1,55,55,0,cash,no,no,yes,no,no,no,no,2017-06-05 00:00:00,no,20:05:00,night,chain,cbd,mid,monday,weekday,yes,5,6,2017,cleaning,Bathroom cleaner,5,92.77,0.26,ORD_4590,CUST_6013,2023-03-19 00:00:00,463.85,343.25,Kenya,Northern Region,Eldoret,Naivas Eldoret Sokoni
Naivas,3,2,285,300,15,cash,yes,yes,no,no,no,no,no,2017-06-05 00:00:00,no,20:05:00,night,median,cbd,mid,monday,weekday,no,5,6,2017,vegetables,Alliums,5,36.34,0.23,ORD_1177,CUST_8191,2023-03-02 00:00:00,181.7,139.91,Kenya,Northern Region,Kapsabet,Naivas Kapsabet
Naivas,1,1,125,150,25,cash,no,no,no,no,yes,yes,no,2017-06-01 00:00:00,no,22:28:00,night,chain,nairobi west,mid,thursday,weekday,no,1,6,2017,beverage,Spirits,4,43.87,0.18,ORD_9228,CUST_5027,2023-09-15 00:00:00,175.48,143.89,Kenya,Northern Region,Kericho,Naivas Kericho
Naivas,1,1,55,100,45,cash,yes,no,no,no,no,no,no,2017-06-03 00:00:00,no,10:05:00,morning,small,langata,mid,saturday,weekend,no,3,6,2017,beauty & cosmetics,Mascara,5,24.69,0.04,ORD_8659,CUST_4079,2023-12-21 00:00:00,123.45,118.51,Kenya,Coastal Region,Malindi,Naivas Malindi
Naivas,5,1,160,200,40,cash,yes,no,no,no,no,no,no,2017-06-01 00:00:00,no,10:11:00,morning,small,langata,mid,thursday,weekday,no,1,6,2017,food additives,Soy sauce,3,49.99,0.05,ORD_7162,CUST_3901,2023-01-05 00:00:00,149.97,142.47,Kenya,Coastal Region,Kilifi,Naivas Kilifi
Naivas,2,1,95,100,5,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,19:31:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,fats and oils,Olive oil,7,15.25,0.1,ORD_3817,CUST_9421,2023-02-15 00:00:00,106.75,96.08,Kenya,Coastal Region,Kwale,Naivas Ukunda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naivas,1,1,50,100,50,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,20:21:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,beverage,Soft drinks,1,68.28,0.13,ORD_1034,CUST_2172,2023-05-01 00:00:00,68.28,59.4,Kenya,Main Locations,Nairobi,Naivas HQ
Naivas,1,1,130,500,370,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,19:34:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,food additives,Baking powder,8,61.78,0.07,ORD_6869,CUST_6593,2023-05-19 00:00:00,494.24,459.64,Kenya,Main Locations,Nairobi,Naivas Spur Mall
Naivas,3,2,205,205,0,cash,yes,yes,no,no,no,no,no,2017-05-23 00:00:00,no,20:17:00,night,small,cbd,mid,tuesday,weekday,yes,23,5,2017,stationery,Notebooks,4,74,0.2,ORD_5404,CUST_2255,2023-03-21 00:00:00,296,236.8,Kenya,Main Locations,Nairobi,Naivas Lifestyle Foodmarket
Naivas,1,1,195,1000,805,cash,no,yes,no,no,yes,no,no,2017-05-23 00:00:00,no,18:54:00,afternoon,small,cbd,mid,tuesday,weekday,yes,23,5,2017,snacks,Candy,2,71.95,0.07,ORD_2588,CUST_4517,2023-05-22 00:00:00,143.9,133.83,Kenya,Main Locations,Nakuru,Naivas Naivasha Ndogo
Naivas,1,1,90,200,110,cash,yes,no,no,no,no,no,no,2017-06-06 00:00:00,no,11:07:00,morning,median,cbd,mid,tuesday,weekday,no,6,6,2017,cleaning,Laundry detergent,5,54.97,0.15,ORD_6065,CUST_6507,2023-04-03 00:00:00,274.85,233.62,Kenya,Main Locations,Nakuru,Naivas Supercentre Nakuru
Naivas,5,2,750,750,0,card,yes,yes,no,no,yes,no,no,2017-06-06 00:00:00,yes,18:49:00,afternoon,chain,kilimani,high,tuesday,weekday,no,6,6,2017,vegetables,Squashes,3,89.5,0.27,ORD_3206,CUST_9248,2023-08-25 00:00:00,268.5,196,Kenya,Main Locations,Nakuru,Naivasha Kubwa
Naivas,6,3,17350,17350,0,card,no,yes,no,no,yes,yes,yes,2017-06-06 00:00:00,yes,10:45:00,morning,chain,kilimani,high,tuesday,weekday,no,6,6,2017,beauty & cosmetics,Face wash,7,74.23,0.14,ORD_2648,CUST_9348,2023-11-07 00:00:00,519.61,446.86,Kenya,Main Locations,Mombasa,Naivas Bombolulu
Naivas,1,1,71,100,29,cash,yes,no,no,no,no,no,no,2017-06-06 00:00:00,yes,19:01:00,night,chain,kilimani,high,tuesday,weekday,no,6,6,2017,vegetables,Mushrooms,5,20.46,0.18,ORD_3817,CUST_4852,2023-08-07 00:00:00,102.3,83.89,Kenya,Main Locations,Kiambu,Naivas Kiambu Town
Naivas,2,2,110,110,0,cash,yes,no,yes,no,no,no,no,2017-06-06 00:00:00,no,11:43:00,morning,median,cbd,mid,tuesday,weekday,no,6,6,2017,beverage,Plant-based milk,3,28.44,0.11,ORD_1913,CUST_5616,2023-02-04 00:00:00,85.32,75.93,Kenya,Main Locations,Kiambu,Naivas Ananas
Naivas,6,4,840,1000,160,cash,yes,yes,yes,yes,no,no,no,2017-06-05 00:00:00,no,19:43:00,night,chain,cbd,mid,monday,weekday,yes,5,6,2017,snacks,Popcorn,4,16.39,0.12,ORD_4029,CUST_3934,2023-05-21 00:00:00,65.56,57.69,Kenya,Main Locations,Kiambu,Naivas Thika Town
Naivas,1,1,110,500,390,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,19:27:00,night,median,cbd,mid,monday,weekday,no,5,6,2017,beauty & cosmetics,Conditioner,5,55.39,0.01,ORD_9658,CUST_2447,2023-12-06 00:00:00,276.95,274.18,Kenya,Main Locations,Kiambu,Naivas Juja City Foodmarket
Naivas,1,1,140,1000,860,cash,yes,no,no,no,no,no,no,2017-06-07 00:00:00,no,07:09:00,morning,median,cbd,mid,wednesday,weekday,no,7,6,2017,snacks,Granola bars,1,14.32,0.1,ORD_1525,CUST_7288,2023-07-09 00:00:00,14.32,12.89,Kenya,Main Locations,Kiambu,Naivas Limuru Express
Naivas,4,2,590,1000,410,cash,yes,yes,no,no,yes,no,no,2017-06-06 00:00:00,yes,19:18:00,night,chain,kilimani,high,tuesday,weekday,no,6,6,2017,snacks,Cookies,3,13.11,0.27,ORD_1743,CUST_8854,2023-07-24 00:00:00,39.33,28.71,Kenya,Main Locations,Kiambu,Naivas Kiambu Foodmarket
Naivas,2,1,102,120,8,cash,yes,no,no,no,no,no,no,2017-06-06 00:00:00,no,07:18:00,morning,median,cbd,mid,tuesday,weekday,no,6,6,2017,beverage,Soft drinks,8,28.39,0.28,ORD_3385,CUST_6339,2023-10-05 00:00:00,227.12,163.53,Kenya,Main Locations,Machakos,Naivas Supercentre Machakos
Naivas,3,1,272,300,28,cash,yes,no,no,no,no,no,no,2017-06-06 00:00:00,no,08:43:00,morning,chain,kilimani,high,tuesday,weekday,no,6,6,2017,cleaning,All-purpose cleaner,3,17.26,0.03,ORD_7422,CUST_7793,2023-07-09 00:00:00,51.78,50.23,Kenya,Main Locations,Machakos,Naivas Machakos Old
Naivas,1,1,95,100,5,cash,no,no,no,yes,no,no,no,2017-06-06 00:00:00,no,20:14:00,night,small,saika,mid,tuesday,weekday,no,6,6,2017,cleaning,Air freshener,3,15.21,0.24,ORD_9666,CUST_2991,2023-03-21 00:00:00,45.63,34.68,Kenya,Central & Eastern,Nyeri,Naivas Nyeri
Naivas,2,1,180,200,20,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,18:05:00,afternoon,small,saika,mid,monday,weekday,no,5,6,2017,vegetables,Alliums,7,72.03,0.24,ORD_6500,CUST_7477,2023-05-09 00:00:00,504.21,383.2,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,77,100,23,cash,no,no,yes,no,no,no,no,2017-06-06 00:00:00,no,17:34:00,afternoon,median,cbd,mid,tuesday,weekday,no,6,6,2017,cleaning,Surface polish,3,9.78,0.12,ORD_6890,CUST_3419,2023-07-21 00:00:00,29.34,25.82,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,25,25,0,cash,no,no,yes,no,no,no,no,2017-06-06 00:00:00,no,18:53:00,afternoon,median,cbd,mid,tuesday,weekday,no,6,6,2017,stationery,Notebooks,9,43.54,0.2,ORD_1864,CUST_4733,2023-07-02 00:00:00,391.86,313.49,Kenya,Central & Eastern,Kitui,Naivas Kitui
Naivas,1,1,15,50,35,cash,no,no,no,no,no,yes,no,2017-06-06 00:00:00,no,19:35:00,night,small,saika,mid,tuesday,weekday,no,6,6,2017,vegetables,Cruciferous vegetables,4,16.56,0.17,ORD_1122,CUST_6012,2023-02-01 00:00:00,66.24,54.98,Kenya,Central & Eastern,Kajiado,Naivas Maiyan Mall
Naivas,1,1,240,500,260,cash,no,no,no,yes,yes,no,no,2017-06-04 00:00:00,no,10:13:00,morning,small,saika,mid,sunday,weekend,no,4,6,2017,vegetables,Squashes,2,62.34,0.06,ORD_1567,CUST_7204,2023-04-25 00:00:00,124.68,117.2,Kenya,Central & Eastern,Kajiado,Naivas Kitengela
Naivas,1,1,90,100,10,cash,yes,no,no,no,no,no,no,2017-06-06 00:00:00,no,17:38:00,afternoon,median,cbd,mid,tuesday,weekday,no,6,6,2017,cleaning,Surface polish,8,33.77,0.11,ORD_6865,CUST_2889,2023-12-09 00:00:00,270.16,240.44,Kenya,Central & Eastern,Narok,Naivas Narok
Naivas,1,1,71,71,0,cash,yes,no,no,no,no,no,no,2017-06-07 00:00:00,no,05:26:00,night,chain,cbd,mid,wednesday,weekday,yes,7,6,2017,stationery,Notebooks,5,52.96,0.13,ORD_6929,CUST_4564,2023-09-03 00:00:00,264.8,230.38,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,3,3,235,500,265,cash,yes,no,no,yes,no,yes,no,2017-06-06 00:00:00,no,10:23:00,morning,chain,cbd,mid,tuesday,weekday,yes,6,6,2017,beauty & cosmetics,Nail polish,6,90.32,0.12,ORD_9270,CUST_6213,2023-09-23 00:00:00,541.92,476.89,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,2,1,93,500,407,cash,yes,no,no,no,no,no,no,2017-06-06 00:00:00,no,19:19:00,night,chain,cbd,mid,tuesday,weekday,no,6,6,2017,snacks,Cookies,7,94.92,0.11,ORD_3149,CUST_5363,2023-03-11 00:00:00,664.44,591.35,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,103,150,47,cash,yes,no,no,no,no,no,no,2017-06-06 00:00:00,no,19:20:00,night,chain,cbd,mid,tuesday,weekday,no,6,6,2017,vegetables,Cruciferous vegetables,5,43.03,0.09,ORD_1139,CUST_4866,2023-09-22 00:00:00,215.15,195.79,Kenya,Western Region,Bungoma,Naivas Bungoma
Naivas,1,1,48,50,2,cash,no,no,yes,no,no,no,no,2017-06-06 00:00:00,no,18:46:00,afternoon,chain,cbd,mid,tuesday,weekday,no,6,6,2017,stationery,Paper clips,6,8.35,0.17,ORD_4059,CUST_6281,2023-06-03 00:00:00,50.1,41.58,Kenya,Western Region,Kisii,Naivas Kisii
Naivas,1,1,230,1000,770,cash,no,no,no,no,no,yes,no,2017-06-07 00:00:00,no,21:00:00,night,chain,kilimani,high,wednesday,weekday,no,7,6,2017,fats and oils,Palm oil,8,72.48,0.27,ORD_6755,CUST_4721,2023-09-13 00:00:00,579.84,423.28,Kenya,Northern Region,Eldoret,Naivas Eldoret Zion
Naivas,4,2,320,1000,680,cash,yes,no,yes,no,no,no,no,2017-06-07 00:00:00,no,08:18:00,morning,chain,cbd,mid,wednesday,weekday,no,7,6,2017,fats and oils,Peanut oil,3,92.67,0.26,ORD_6302,CUST_8979,2023-03-25 00:00:00,278.01,205.73,Kenya,Northern Region,Eldoret,Naivas Eldoret Referral
Naivas,4,3,411,411,0,cash,yes,no,yes,yes,no,no,no,2017-06-07 00:00:00,no,20:55:00,night,small,saika,mid,wednesday,weekday,no,7,6,2017,stationery,Highlighters,7,50.97,0.26,ORD_1019,CUST_7499,2023-11-20 00:00:00,356.79,264.02,Kenya,Northern Region,Eldoret,Naivas Eldoret Sokoni
Naivas,2,2,80,100,20,cash,yes,yes,no,no,no,no,no,2017-06-07 00:00:00,no,17:20:00,afternoon,small,saika,mid,wednesday,weekday,no,7,6,2017,beverage,Tea,3,93.84,0.09,ORD_7624,CUST_5094,2023-05-09 00:00:00,281.52,256.18,Kenya,Northern Region,Kapsabet,Naivas Kapsabet
Naivas,3,1,163,200,37,cash,yes,no,no,no,no,no,no,2017-06-07 00:00:00,no,18:51:00,afternoon,small,saika,mid,wednesday,weekday,no,7,6,2017,cleaning,Glass cleaner,1,93.49,0.27,ORD_3222,CUST_7561,2023-08-05 00:00:00,93.49,68.25,Kenya,Northern Region,Kericho,Naivas Kericho
Naivas,3,1,130,200,70,cash,no,yes,no,no,no,no,no,2017-06-06 00:00:00,no,14:51:00,afternoon,small,saika,mid,tuesday,weekday,no,6,6,2017,snacks,Chips,4,57.13,0.06,ORD_1478,CUST_6376,2023-10-08 00:00:00,228.52,214.81,Kenya,Coastal Region,Malindi,Naivas Malindi
Naivas,1,1,44,54,10,cash,yes,no,no,no,no,no,no,2017-06-05 00:00:00,no,13:19:00,afternoon,median,cbd,mid,monday,weekday,no,5,6,2017,snacks,Cookies,2,34.79,0.27,ORD_2614,CUST_3923,2023-11-26 00:00:00,69.58,50.79,Kenya,Coastal Region,Kilifi,Naivas Kilifi
Naivas,13,2,716,1000,264,cash,yes,yes,no,no,no,no,no,2017-06-09 00:00:00,no,19:30:00,night,chain,cbd,mid,friday,weekday,no,9,6,2017,cleaning,Air freshener,4,81.13,0.24,ORD_7124,CUST_5166,2023-03-22 00:00:00,324.52,246.64,Kenya,Coastal Region,Kwale,Naivas Ukunda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naivas,3,3,353,1000,647,cash,yes,yes,no,yes,no,no,no,2017-06-09 00:00:00,no,17:41:00,afternoon,chain,cbd,mid,friday,weekday,yes,9,6,2017,stationery,Pencils,1,80.6,0.22,ORD_8245,CUST_1375,2023-04-01 00:00:00,80.6,62.87,Kenya,Main Locations,Nairobi,Naivas HQ
Naivas,1,1,52,200,148,cash,yes,no,no,no,no,no,no,2017-06-09 00:00:00,no,21:47:00,night,chain,cbd,mid,friday,weekday,yes,9,6,2017,cleaning,Laundry detergent,1,27.1,0.11,ORD_2585,CUST_3983,2023-10-15 00:00:00,27.1,24.12,Kenya,Main Locations,Nairobi,Naivas Spur Mall
Naivas,2,2,165,200,35,cash,yes,yes,no,no,no,no,no,2017-06-09 00:00:00,no,21:41:00,night,chain,cbd,mid,friday,weekday,yes,9,6,2017,stationery,Pencils,7,48.52,0.21,ORD_9200,CUST_3843,2023-09-06 00:00:00,339.64,268.32,Kenya,Main Locations,Nairobi,Naivas Lifestyle Foodmarket
Naivas,1,1,55,55,0,cash,no,no,yes,no,no,no,no,2017-06-09 00:00:00,no,20:07:00,night,chain,cbd,mid,friday,weekday,yes,9,6,2017,food additives,Vanilla essence,4,93.61,0.29,ORD_2955,CUST_9817,2023-01-08 00:00:00,374.44,265.85,Kenya,Main Locations,Nakuru,Naivas Naivasha Ndogo
Naivas,1,1,115,200,85,cash,yes,no,no,no,no,no,no,2017-06-09 00:00:00,no,19:59:00,night,chain,saika,mid,friday,weekday,no,9,6,2017,snacks,Nuts,8,28.82,0.05,ORD_2434,CUST_4458,2023-03-09 00:00:00,230.56,219.03,Kenya,Main Locations,Nakuru,Naivas Supercentre Nakuru
Naivas,2,1,30,100,70,cash,no,no,no,no,no,yes,no,2017-06-09 00:00:00,no,18:41:00,afternoon,chain,cbd,mid,friday,weekday,no,9,6,2017,vegetables,Cruciferous vegetables,2,54.96,0.16,ORD_9517,CUST_2147,2023-06-14 00:00:00,109.92,92.33,Kenya,Main Locations,Nakuru,Naivasha Kubwa
Naivas,2,2,160,200,40,cash,no,yes,yes,no,no,no,no,2017-06-09 00:00:00,no,13:10:00,afternoon,chain,cbd,mid,friday,weekday,yes,9,6,2017,food additives,Soy sauce,3,85.96,0.25,ORD_7021,CUST_5319,2023-05-02 00:00:00,257.88,193.41,Kenya,Main Locations,Mombasa,Naivas Bombolulu
Naivas,1,1,55,100,45,cash,no,no,yes,no,no,no,no,2017-06-09 00:00:00,no,16:07:00,afternoon,chain,cbd,mid,friday,weekday,yes,9,6,2017,beauty & cosmetics,Mascara,8,82.78,0.06,ORD_3098,CUST_6934,2023-10-14 00:00:00,662.24,622.51,Kenya,Main Locations,Kiambu,Naivas Kiambu Town
Naivas,1,1,55,500,445,cash,no,no,yes,no,no,no,no,2017-06-09 00:00:00,no,19:27:00,night,chain,cbd,mid,friday,weekday,yes,9,6,2017,stationery,Markers,7,27.06,0.09,ORD_5432,CUST_3599,2023-05-24 00:00:00,189.42,172.37,Kenya,Main Locations,Kiambu,Naivas Ananas
Naivas,1,1,280,300,20,cash,no,no,yes,no,yes,no,no,2017-06-08 00:00:00,no,12:06:00,afternoon,chain,kilimani,high,thursday,weekday,no,8,6,2017,cleaning,Disinfectant wipes,8,84.69,0.2,ORD_8042,CUST_4722,2023-07-06 00:00:00,677.52,542.02,Kenya,Main Locations,Kiambu,Naivas Thika Town
Naivas,1,1,50,50,0,cash,no,no,no,no,no,yes,no,2017-06-09 00:00:00,no,19:46:00,night,chain,cbd,mid,friday,weekday,yes,9,6,2017,fats and oils,Sunflower oil,3,41.09,0.27,ORD_1981,CUST_1848,2023-05-27 00:00:00,123.27,89.99,Kenya,Main Locations,Kiambu,Naivas Juja City Foodmarket
Naivas,2,2,175,500,325,cash,no,yes,yes,no,no,no,no,2017-06-09 00:00:00,no,06:13:00,morning,chain,cbd,mid,friday,weekday,yes,9,6,2017,beauty & cosmetics,Conditioner,8,63.84,0.16,ORD_9631,CUST_9780,2023-05-16 00:00:00,510.72,429,Kenya,Main Locations,Kiambu,Naivas Limuru Express
Naivas,1,1,50,50,0,cash,no,no,yes,no,no,no,no,2017-06-09 00:00:00,no,21:39:00,night,chain,cbd,mid,friday,weekday,yes,9,6,2017,beauty & cosmetics,Lipstick,1,59.95,0.21,ORD_9868,CUST_3709,2023-06-04 00:00:00,59.95,47.36,Kenya,Main Locations,Kiambu,Naivas Kiambu Foodmarket
